,Poster,Time,T2,Title,Author,ID,Date,Session
1527,24,17:00,5:00,Distortion Agnostic Deep Watermarking,"Xiyang Luo, Ruohan Zhan, Huiwen Chang, Feng Yang, Peyman Milanfar",7593,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1528,25,17:00,5:00,RMP-SNN: Residual Membrane Potential Neuron for Enabling Deeper High-Accuracy and Low-Latency Spiking Neural Network,"Bing Han, Gopalakrishnan Srinivasan, Kaushik Roy",7601,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1529,26,17:00,5:00,BFBox: Searching Face-Appropriate Backbone and Feature Pyramid Network for Face Detector,"Yang Liu, Xu Tang",7719,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1530,27,17:00,5:00,PFCNN: Convolutional Neural Networks on 3D Surfaces Using Parallel Frames,"Yuqi Yang, Shilin Liu, Hao Pan, Yang Liu, Xin Tong",7734,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1531,28,17:00,5:00,iTAML: An Incremental Task-Agnostic Meta-learning Approach,"Jathushan Rajasegaran, Salman Khan, Munawar Hayat, Fahad Shahbaz Khan, Mubarak Shah",7741,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1532,29,17:00,5:00,Optimal least-squares solution to the hand-eye calibration problem,"Amit Dekel, Linus Härenstam-Nielsen, Sergio Caccamo",7769,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1533,30,17:00,5:00,MnasFPN: Learning Latency-Aware Pyramid Architecture for Object Detection on Mobile Devices,"Bo Chen, Golnaz Ghiasi, Hanxiao Liu, Tsung-Yi Lin, Dmitry Kalenichenko, Hartwig Adam, Quoc V. Le",7818,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1534,31,17:00,5:00,VSGNet: Spatial Attention Network for Detecting Human Object Interactions Using Graph Convolutions,"Oytun Ulutan, A S M Iftekhar, B. S. Manjunath",7850,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1535,32,17:00,5:00,End-to-End Camera Calibration for Broadcast Videos,"Long Sha, Jennifer Hobbs, Panna Felsen, Xinyu Wei, Patrick Lucey, Sujoy Ganguly",7851,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1536,33,17:00,5:00,Regularizing CNN Transfer Learning With Randomised Regression,"Yang Zhong, Atsuto Maki",7890,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1537,34,17:00,5:00,KeypointNet: A Large-Scale 3D Keypoint Dataset Aggregated From Numerous Human Annotations,"Yang You, Yujing Lou, Chengkun Li, Zhoujun Cheng, Liangwei Li, Lizhuang Ma, Cewu Lu, Weiming Wang",7904,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1538,35,17:00,5:00,Hierarchical Clustering With Hard-Batch Triplet Loss for Person Re-Identification,"Kaiwei Zeng, Munan Ning, Yaohua Wang, Yang Guo",7913,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1539,36,17:00,5:00,Joint Semantic Segmentation and Boundary Detection Using Iterative Pyramid Contexts,"Mingmin Zhen, Jinglu Wang, Lei Zhou, Shiwei Li, Tianwei Shen, Jiaxiang Shang, Tian Fang, Long Quan",7942,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1540,37,17:00,5:00,Attention-Guided Hierarchical Structure Aggregation for Image Matting,"Yu Qiao, Yuhao Liu, Xin Yang, Dongsheng Zhou, Mingliang Xu, Qiang Zhang, Xiaopeng Wei",7949,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1541,38,17:00,5:00,MetaFuse: A Pre-trained Fusion Model for Human Pose Estimation,"Rongchang Xie, Chunyu Wang, Yizhou Wang",7972,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1542,39,17:00,5:00,Prior Guided GAN Based Semantic Inpainting,"Avisek Lahiri, Arnav Kumar Jain, Sanskar Agrawal, Pabitra Mitra, Prabir Kumar Biswas",7984,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1543,40,17:00,5:00,Weakly Supervised Semantic Point Cloud Segmentation: Towards 10× Fewer Labels,"Xun Xu, Gim Hee Lee",7997,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1544,41,17:00,5:00,Physically Realizable Adversarial Examples for LiDAR Object Detection,"James Tu, Mengye Ren, Sivabalan Manivasagam, Ming Liang, Bin Yang, Richard Du, Frank Cheng, Raquel Urtasun",8036,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1545,42,17:00,5:00,Combating Noisy Labels by Agreement: A Joint Training Method with Co-Regularization,"Hongxin Wei, Lei Feng, Xiangyu Chen, Bo An",8050,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1546,43,17:00,5:00,Light-weight Calibrator: A Separable Component for Unsupervised Domain Adaptation,"Shaokai Ye, Kailu Wu, Mu Zhou, Yunfei Yang, Sia Huat Tan, Kaidi Xu, Jiebo Song, Chenglong Bao, Kaisheng Ma",8052,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1547,44,17:00,5:00,Learn to Augment: Joint Data Augmentation and Network Optimization for Text Recognition,"Canjie Luo, Yuanzhi Zhu, Lianwen Jin, Yongpan Wang",8062,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1548,45,17:00,5:00,Learning Selective Self-Mutual Attention for RGB-D Saliency Detection,"Nian Liu, Ni Zhang, Junwei Han",8118,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1549,46,17:00,5:00,Cross-domain Object Detection through Coarse-to-Fine Feature Adaptation,"Yangtao Zheng, Di Huang, Songtao Liu, Yunhong Wang",8151,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1550,47,17:00,5:00,Estimating Low-Rank Region Likelihood Maps,"Gabriela Csurka, Zoltan Kato, Andor Juhasz, Martin Humenberger",8160,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1551,48,17:00,5:00,Neural Head Reenactment with Latent Pose Descriptors,"Egor Burkov, Igor Pasechnik, Artur Grigorev, Victor Lempitsky",8178,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1552,49,17:00,5:00,Learning Individual Speaking Styles for Accurate Lip to Speech Synthesis,"K R Prajwal, Rudrabha Mukhopadhyay, Vinay P. Namboodiri, C.V. Jawahar",8202,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1553,50,17:00,5:00,Self-Supervised Learning of Video-Induced Visual Invariances,"Michael Tschannen, Josip Djolonga, Marvin Ritter, Aravindh Mahendran, Neil Houlsby, Sylvain Gelly, Mario Lucic",8249,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1554,51,17:00,5:00,Two-Stage Peer-Regularized Feature Recombination for Arbitrary Image Style Transfer,"Jan Svoboda, Asha Anoosheh, Christian Osendorfer, Jonathan Masci",8252,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1555,52,17:00,5:00,MINA: Convex Mixed-Integer Programming for Non-Rigid Shape Alignment,"Florian Bernard, Zeeshan Khan Suri, Christian Theobalt",8262,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1557,54,17:00,5:00,Incremental Few-Shot Object Detection,"Juan-Manuel Pérez-Rúa, Xiatian Zhu, Timothy M. Hospedales, Tao Xiang",8295,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1558,55,17:00,5:00,Synthetic Learning: Learn From Distributed Asynchronized Discriminator GAN Without Sharing Medical Image Data,"Qi Chang, Hui Qu, Yikai Zhang, Mert Sabuncu, Chao Chen, Tong Zhang, Dimitris N. Metaxas",8323,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1559,56,17:00,5:00,Exploring Category-Agnostic Clusters for Open-Set Domain Adaptation,"Yingwei Pan, Ting Yao, Yehao Li, Chong-Wah Ngo, Tao Mei",8334,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1560,57,17:00,5:00,Regularizing Class-Wise Predictions via Self-Knowledge Distillation,"Sukmin Yun, Jongjin Park, Kimin Lee, Jinwoo Shin",8349,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1561,58,17:00,5:00,Hierarchical Graph Attention Network for Visual Relationship Detection,"Li Mi, Zhenzhong Chen",8352,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1562,59,17:00,5:00,M2m: Imbalanced Classification via Major-to-Minor Translation,"Jaehyung Kim, Jongheon Jeong, Jinwoo Shin",8365,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1563,60,17:00,5:00,CenterMask: Real-Time Anchor-Free Instance Segmentation,"Youngwan Lee, Jongyoul Park",8381,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1564,61,17:00,5:00,Multi-Path Learning for Object Pose Estimation Across Domains,"Martin Sundermeyer, Maximilian Durner, En Yen Puang, Zoltan-Csaba Marton, Narunas Vaskevicius, Kai O. Arras, Rudolph Triebel",8404,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1565,62,17:00,5:00,Incremental Learning in Online Scenario,"Jiangpeng He, Runyu Mao, Zeman Shao, Fengqing Zhu",8406,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1566,63,17:00,5:00,Enhanced Transport Distance for Unsupervised Domain Adaptation,"Mengxue Li, Yi-Ming Zhai, You-Wei Luo, Peng-Fei Ge, Chuan-Xian Ren",8407,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1567,64,17:00,5:00,TESA: Tensor Element Self-Attention via Matricization,"Francesca Babiloni, Ioannis Marras, Gregory Slabaugh, Stefanos Zafeiriou",8428,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1568,65,17:00,5:00,Training a Steerable CNN for Guidewire Detection,"Donghang Li, Adrian Barbu",8449,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1569,66,17:00,5:00,Superpixel Segmentation With Fully Convolutional Networks,"Fengting Yang, Qian Sun, Hailin Jin, Zihan Zhou",8460,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1570,67,17:00,5:00,SharinGAN: Combining Synthetic and Real Data for Unsupervised Geometry Estimation,"Koutilya PNVR, Hao Zhou, David Jacobs",8463,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1571,68,17:00,5:00,Label Distribution Learning on Auxiliary Label Space Graphs for Facial Expression Recognition,"Shikai Chen, Jianfeng Wang, Yuedong Chen, Zhongchao Shi, Xin Geng, Yong Rui",8514,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1572,69,17:00,5:00,Deep Residual Flow for Out of Distribution Detection,"Ev Zisselman, Aviv Tamar",8521,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1573,70,17:00,5:00,FeatureFlow: Robust Video Interpolation via Structure-to-Texture Generation,"Shurui Gui, Chaoyue Wang, Qihua Chen, Dacheng Tao",8559,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1574,71,17:00,5:00,Learning Nanoscale Motion Patterns of Vesicles in Living Cells,"Arif Ahmed Sekh, Ida Sundvor Opstad, Åsa Birna Birgisdottir, Truls Myrmel, Balpreet Singh Ahluwalia, Krishna Agarwal, Dilip K. Prasad",8583,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1575,72,17:00,5:00,Improving Action Segmentation via Graph-Based Temporal Reasoning,"Yifei Huang, Yusuke Sugano, Yoichi Sato",8588,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1576,73,17:00,5:00,Episode-Based Prototype Generating Network for Zero-Shot Learning,"Yunlong Yu, Zhong Ji, Jungong Han, Zhongfei Zhang",8631,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1577,74,17:00,5:00,Learning to Segment the Tail,"Xinting Hu, Yi Jiang, Kaihua Tang, Jingyuan Chen, Chunyan Miao, Hanwang Zhang",8662,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1578,75,17:00,5:00,Learning to Evaluate Perception Models Using Planner-Centric Metrics,"Jonah Philion, Amlan Kar, Sanja Fidler",8722,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1579,76,17:00,5:00,"Where, What, Whether: Multi-Modal Learning Meets Pedestrian Detection","Yan Luo, Chongyang Zhang, Muming Zhao, Hao Zhou, Jun Sun",8738,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1580,77,17:00,5:00,CoverNet: Multimodal Behavior Prediction Using Trajectory Sets,"Tung Phan-Minh, Elena Corina Grigore, Freddy A. Boulton, Oscar Beijbom, Eric M. Wolff",8765,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1581,78,17:00,5:00,Real-World Person Re-Identification via Degradation Invariance Learning,"Yukun Huang, Zheng-Jun Zha, Xueyang Fu, Richang Hong, Liang Li",8820,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1582,79,17:00,5:00,Defending and Harnessing the Bit-Flip Based Adversarial Weight Attack,"Zhezhi He, Adnan Siraj Rakin, Jingtao Li, Chaitali Chakrabarti, Deliang Fan",8846,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1583,80,17:00,5:00,Adversarial Latent Autoencoders,"Stanislav Pidhorskyi, Donald A. Adjeroh, Gianfranco Doretto",8873,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1584,81,17:00,5:00,Adaptive Fractional Dilated Convolution Network for Image Aesthetics Assessment,"Qiuyu Chen, Wei Zhang, Ning Zhou, Peng Lei, Yi Xu, Yu Zheng, Jianping Fan",8932,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1585,82,17:00,5:00,Deep Generative Model for Robust Imbalance Classification,"Xinyue Wang, Yilin Lyu, Liping Jing",8948,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1586,83,17:00,5:00,Learning Deep Network for Detecting 3D Object Keypoints and 6D Poses,"Wanqing Zhao, Shaobo Zhang, Ziyu Guan, Wei Zhao, Jinye Peng, Jianping Fan",9094,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1587,84,17:00,5:00,MetaIQA: Deep Meta-Learning for No-Reference Image Quality Assessment,"Hancheng Zhu, Leida Li, Jinjian Wu, Weisheng Dong, Guangming Shi",9107,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1588,85,17:00,5:00,Sketchformer: Transformer-Based Representation for Sketched Structure,"Leo Sampaio Ferraz Ribeiro, Tu Bui, John Collomosse, Moacir Ponti",9323,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1589,86,17:00,5:00,Cylindrical Convolutional Networks for Joint Object Detection and Viewpoint Estimation,"Sunghun Joung, Seungryong Kim, Hanjae Kim, Minsu Kim, Ig-Jae Kim, Junghyun Cho, Kwanghoon Sohn",9411,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1590,87,17:00,5:00,Learning a Unified Sample Weighting Network for Object Detection,"Qi Cai, Yingwei Pan, Yu Wang, Jingen Liu, Ting Yao, Tao Mei",9557,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1591,88,17:00,5:00,Old Is Gold: Redefining the Adversarially Learned One-Class Classifier Training Paradigm,"Muhammad Zaigham Zaheer, Jin-Ha Lee, Marcella Astrid, Seung-Ik Lee",9591,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1592,89,17:00,5:00,An Adaptive Neural Network for Unsupervised Mosaic Consistency Analysis in Image Forensics,"Quentin Bammey, Rafael Grompone von Gioi, Jean-Michel Morel",9855,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1593,90,17:00,5:00,McFlow: Monte Carlo Flow Models for Data Imputation,"Trevor W. Richardson, Wencheng Wu, Lei Lin, Beilei Xu, Edgar A. Bernal",9883,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1594,91,17:00,5:00,Learning to See Through Obstructions,"Yu-Lun Liu, Wei-Sheng Lai, Ming-Hsuan Yang, Yung-Yu Chuang, Jia-Bin Huang",2197,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
1595,92,17:00,5:00,GaitPart: Temporal Part-Based Model for Gait Recognition,"Chao Fan, Yunjie Peng, Chunshui Cao, Xu Liu, Saihui Hou, Jiannan Chi, Yongzhen Huang, Qing Li, Zhiqiang He",7216,"Date: Thursday, June 18, 2020 Q&A Time: 1700–1900 and 0500–0700",Session: Poster 3.4 — Miscellaneous
